message_id,provider,source_type,split,edge_case_tag,field_name,gold_value,predicted_value,subject,body
enron_raw_0089,baseline_rules,enron,dev,time_range,event_date,2000-08-18,2000-08-23,ENA Management Committee,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/16/2000 10:58 AM --------------------------- From: David W Delainey 08/15/2000 01:28 PM Sent by: Kay Chapman To: Tim Belden/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, John Arnold/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Janet R Dietrich/HOU/ECT@ECT, Christopher F Calger/PDX/ECT@ECT, W David Duran/HOU/ECT@ECT, Raymond Bowen/HOU/ECT@ECT, Jeff Donahue/HOU/ECT@ECT, Brian Redmond/HOU/ECT@ECT, C John Thompson/Corp/Enron@ENRON, Scott Josey/Corp/Enron@ENRON, Rob Milnthorp/CAL/ECT@ECT, Max Yzaguirre/NA/Enron@ENRON, Beth Perlman/HOU/ECT@ECT, Wes Colwell/HOU/ECT@ECT, Sally Beck/HOU/ECT@ECT, David Oxley/HOU/ECT@ECT, Joseph Deffner/HOU/ECT@ECT, Jordan Mintz/HOU/ECT@ECT, Mark E Haedicke/HOU/ECT@ECT cc: Mollie Gustafson/PDX/ECT@ECT, Felicia Doan/HOU/ECT@ECT, Ina Rangel/HOU/ECT@ECT, Kimberly Brown/HOU/ECT@ECT, Airam Arteaga/HOU/ECT@ECT, Christy Chapman/HOU/ECT@ECT, Tina Rode/HOU/ECT@ECT, Marsha Schiller/HOU/ECT@ECT, Lillian Carroll/HOU/ECT@ECT, Tonai Lehr/Corp/Enron@ENRON, Nicole Mayer/HOU/ECT@ECT, Darlene C Forsyth/HOU/ECT@ECT, Janette Elbertson/HOU/ECT@ECT, Angela McCulloch/CAL/ECT@ECT, Pilar Cerezo/NA/Enron@ENRON, Cherylene R Westbrook/HOU/ECT@ECT, Shirley Tijerina/Corp/Enron@ENRON, Nicki Daw/NA/Enron@Enron, Kimberly Hillis/HOU/ECT@ect Subject: ENA Management Committee This is a reminder !!!!! There will be a Friday Meeting August 18, 2000. This meeting replaces the every Friday Meeting and will be held every other Friday. Date: Friday August 18, 2000 Time: 2:30 pm - 4:30 pm Location: 30C1 Topic: ENA Management Committee If you have any questions or conflicts, please feel free to call me (3-0643) or Bev (3-7857). Thanks, Kay 3-0643"
enron_raw_0089,baseline_rules,enron,dev,time_range,start_time,14:30,10:58,ENA Management Committee,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/16/2000 10:58 AM --------------------------- From: David W Delainey 08/15/2000 01:28 PM Sent by: Kay Chapman To: Tim Belden/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, John Arnold/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Janet R Dietrich/HOU/ECT@ECT, Christopher F Calger/PDX/ECT@ECT, W David Duran/HOU/ECT@ECT, Raymond Bowen/HOU/ECT@ECT, Jeff Donahue/HOU/ECT@ECT, Brian Redmond/HOU/ECT@ECT, C John Thompson/Corp/Enron@ENRON, Scott Josey/Corp/Enron@ENRON, Rob Milnthorp/CAL/ECT@ECT, Max Yzaguirre/NA/Enron@ENRON, Beth Perlman/HOU/ECT@ECT, Wes Colwell/HOU/ECT@ECT, Sally Beck/HOU/ECT@ECT, David Oxley/HOU/ECT@ECT, Joseph Deffner/HOU/ECT@ECT, Jordan Mintz/HOU/ECT@ECT, Mark E Haedicke/HOU/ECT@ECT cc: Mollie Gustafson/PDX/ECT@ECT, Felicia Doan/HOU/ECT@ECT, Ina Rangel/HOU/ECT@ECT, Kimberly Brown/HOU/ECT@ECT, Airam Arteaga/HOU/ECT@ECT, Christy Chapman/HOU/ECT@ECT, Tina Rode/HOU/ECT@ECT, Marsha Schiller/HOU/ECT@ECT, Lillian Carroll/HOU/ECT@ECT, Tonai Lehr/Corp/Enron@ENRON, Nicole Mayer/HOU/ECT@ECT, Darlene C Forsyth/HOU/ECT@ECT, Janette Elbertson/HOU/ECT@ECT, Angela McCulloch/CAL/ECT@ECT, Pilar Cerezo/NA/Enron@ENRON, Cherylene R Westbrook/HOU/ECT@ECT, Shirley Tijerina/Corp/Enron@ENRON, Nicki Daw/NA/Enron@Enron, Kimberly Hillis/HOU/ECT@ect Subject: ENA Management Committee This is a reminder !!!!! There will be a Friday Meeting August 18, 2000. This meeting replaces the every Friday Meeting and will be held every other Friday. Date: Friday August 18, 2000 Time: 2:30 pm - 4:30 pm Location: 30C1 Topic: ENA Management Committee If you have any questions or conflicts, please feel free to call me (3-0643) or Bev (3-7857). Thanks, Kay 3-0643"
enron_raw_0089,baseline_rules,enron,dev,time_range,end_time,16:30,01:28,ENA Management Committee,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/16/2000 10:58 AM --------------------------- From: David W Delainey 08/15/2000 01:28 PM Sent by: Kay Chapman To: Tim Belden/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, John Arnold/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Janet R Dietrich/HOU/ECT@ECT, Christopher F Calger/PDX/ECT@ECT, W David Duran/HOU/ECT@ECT, Raymond Bowen/HOU/ECT@ECT, Jeff Donahue/HOU/ECT@ECT, Brian Redmond/HOU/ECT@ECT, C John Thompson/Corp/Enron@ENRON, Scott Josey/Corp/Enron@ENRON, Rob Milnthorp/CAL/ECT@ECT, Max Yzaguirre/NA/Enron@ENRON, Beth Perlman/HOU/ECT@ECT, Wes Colwell/HOU/ECT@ECT, Sally Beck/HOU/ECT@ECT, David Oxley/HOU/ECT@ECT, Joseph Deffner/HOU/ECT@ECT, Jordan Mintz/HOU/ECT@ECT, Mark E Haedicke/HOU/ECT@ECT cc: Mollie Gustafson/PDX/ECT@ECT, Felicia Doan/HOU/ECT@ECT, Ina Rangel/HOU/ECT@ECT, Kimberly Brown/HOU/ECT@ECT, Airam Arteaga/HOU/ECT@ECT, Christy Chapman/HOU/ECT@ECT, Tina Rode/HOU/ECT@ECT, Marsha Schiller/HOU/ECT@ECT, Lillian Carroll/HOU/ECT@ECT, Tonai Lehr/Corp/Enron@ENRON, Nicole Mayer/HOU/ECT@ECT, Darlene C Forsyth/HOU/ECT@ECT, Janette Elbertson/HOU/ECT@ECT, Angela McCulloch/CAL/ECT@ECT, Pilar Cerezo/NA/Enron@ENRON, Cherylene R Westbrook/HOU/ECT@ECT, Shirley Tijerina/Corp/Enron@ENRON, Nicki Daw/NA/Enron@Enron, Kimberly Hillis/HOU/ECT@ect Subject: ENA Management Committee This is a reminder !!!!! There will be a Friday Meeting August 18, 2000. This meeting replaces the every Friday Meeting and will be held every other Friday. Date: Friday August 18, 2000 Time: 2:30 pm - 4:30 pm Location: 30C1 Topic: ENA Management Committee If you have any questions or conflicts, please feel free to call me (3-0643) or Bev (3-7857). Thanks, Kay 3-0643"
enron_raw_0089,baseline_rules,enron,dev,time_range,action_required,false,true,ENA Management Committee,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/16/2000 10:58 AM --------------------------- From: David W Delainey 08/15/2000 01:28 PM Sent by: Kay Chapman To: Tim Belden/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, John Arnold/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Janet R Dietrich/HOU/ECT@ECT, Christopher F Calger/PDX/ECT@ECT, W David Duran/HOU/ECT@ECT, Raymond Bowen/HOU/ECT@ECT, Jeff Donahue/HOU/ECT@ECT, Brian Redmond/HOU/ECT@ECT, C John Thompson/Corp/Enron@ENRON, Scott Josey/Corp/Enron@ENRON, Rob Milnthorp/CAL/ECT@ECT, Max Yzaguirre/NA/Enron@ENRON, Beth Perlman/HOU/ECT@ECT, Wes Colwell/HOU/ECT@ECT, Sally Beck/HOU/ECT@ECT, David Oxley/HOU/ECT@ECT, Joseph Deffner/HOU/ECT@ECT, Jordan Mintz/HOU/ECT@ECT, Mark E Haedicke/HOU/ECT@ECT cc: Mollie Gustafson/PDX/ECT@ECT, Felicia Doan/HOU/ECT@ECT, Ina Rangel/HOU/ECT@ECT, Kimberly Brown/HOU/ECT@ECT, Airam Arteaga/HOU/ECT@ECT, Christy Chapman/HOU/ECT@ECT, Tina Rode/HOU/ECT@ECT, Marsha Schiller/HOU/ECT@ECT, Lillian Carroll/HOU/ECT@ECT, Tonai Lehr/Corp/Enron@ENRON, Nicole Mayer/HOU/ECT@ECT, Darlene C Forsyth/HOU/ECT@ECT, Janette Elbertson/HOU/ECT@ECT, Angela McCulloch/CAL/ECT@ECT, Pilar Cerezo/NA/Enron@ENRON, Cherylene R Westbrook/HOU/ECT@ECT, Shirley Tijerina/Corp/Enron@ENRON, Nicki Daw/NA/Enron@Enron, Kimberly Hillis/HOU/ECT@ect Subject: ENA Management Committee This is a reminder !!!!! There will be a Friday Meeting August 18, 2000. This meeting replaces the every Friday Meeting and will be held every other Friday. Date: Friday August 18, 2000 Time: 2:30 pm - 4:30 pm Location: 30C1 Topic: ENA Management Committee If you have any questions or conflicts, please feel free to call me (3-0643) or Bev (3-7857). Thanks, Kay 3-0643"
enron_raw_0089,baseline_rules,enron,dev,time_range,action_type,none,pay,ENA Management Committee,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/16/2000 10:58 AM --------------------------- From: David W Delainey 08/15/2000 01:28 PM Sent by: Kay Chapman To: Tim Belden/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, John Arnold/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Janet R Dietrich/HOU/ECT@ECT, Christopher F Calger/PDX/ECT@ECT, W David Duran/HOU/ECT@ECT, Raymond Bowen/HOU/ECT@ECT, Jeff Donahue/HOU/ECT@ECT, Brian Redmond/HOU/ECT@ECT, C John Thompson/Corp/Enron@ENRON, Scott Josey/Corp/Enron@ENRON, Rob Milnthorp/CAL/ECT@ECT, Max Yzaguirre/NA/Enron@ENRON, Beth Perlman/HOU/ECT@ECT, Wes Colwell/HOU/ECT@ECT, Sally Beck/HOU/ECT@ECT, David Oxley/HOU/ECT@ECT, Joseph Deffner/HOU/ECT@ECT, Jordan Mintz/HOU/ECT@ECT, Mark E Haedicke/HOU/ECT@ECT cc: Mollie Gustafson/PDX/ECT@ECT, Felicia Doan/HOU/ECT@ECT, Ina Rangel/HOU/ECT@ECT, Kimberly Brown/HOU/ECT@ECT, Airam Arteaga/HOU/ECT@ECT, Christy Chapman/HOU/ECT@ECT, Tina Rode/HOU/ECT@ECT, Marsha Schiller/HOU/ECT@ECT, Lillian Carroll/HOU/ECT@ECT, Tonai Lehr/Corp/Enron@ENRON, Nicole Mayer/HOU/ECT@ECT, Darlene C Forsyth/HOU/ECT@ECT, Janette Elbertson/HOU/ECT@ECT, Angela McCulloch/CAL/ECT@ECT, Pilar Cerezo/NA/Enron@ENRON, Cherylene R Westbrook/HOU/ECT@ECT, Shirley Tijerina/Corp/Enron@ENRON, Nicki Daw/NA/Enron@Enron, Kimberly Hillis/HOU/ECT@ect Subject: ENA Management Committee This is a reminder !!!!! There will be a Friday Meeting August 18, 2000. This meeting replaces the every Friday Meeting and will be held every other Friday. Date: Friday August 18, 2000 Time: 2:30 pm - 4:30 pm Location: 30C1 Topic: ENA Management Committee If you have any questions or conflicts, please feel free to call me (3-0643) or Bev (3-7857). Thanks, Kay 3-0643"
enron_raw_0089,baseline_rules,enron,dev,time_range,action_deadline,,2000-08-17,ENA Management Committee,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/16/2000 10:58 AM --------------------------- From: David W Delainey 08/15/2000 01:28 PM Sent by: Kay Chapman To: Tim Belden/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, John Arnold/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Janet R Dietrich/HOU/ECT@ECT, Christopher F Calger/PDX/ECT@ECT, W David Duran/HOU/ECT@ECT, Raymond Bowen/HOU/ECT@ECT, Jeff Donahue/HOU/ECT@ECT, Brian Redmond/HOU/ECT@ECT, C John Thompson/Corp/Enron@ENRON, Scott Josey/Corp/Enron@ENRON, Rob Milnthorp/CAL/ECT@ECT, Max Yzaguirre/NA/Enron@ENRON, Beth Perlman/HOU/ECT@ECT, Wes Colwell/HOU/ECT@ECT, Sally Beck/HOU/ECT@ECT, David Oxley/HOU/ECT@ECT, Joseph Deffner/HOU/ECT@ECT, Jordan Mintz/HOU/ECT@ECT, Mark E Haedicke/HOU/ECT@ECT cc: Mollie Gustafson/PDX/ECT@ECT, Felicia Doan/HOU/ECT@ECT, Ina Rangel/HOU/ECT@ECT, Kimberly Brown/HOU/ECT@ECT, Airam Arteaga/HOU/ECT@ECT, Christy Chapman/HOU/ECT@ECT, Tina Rode/HOU/ECT@ECT, Marsha Schiller/HOU/ECT@ECT, Lillian Carroll/HOU/ECT@ECT, Tonai Lehr/Corp/Enron@ENRON, Nicole Mayer/HOU/ECT@ECT, Darlene C Forsyth/HOU/ECT@ECT, Janette Elbertson/HOU/ECT@ECT, Angela McCulloch/CAL/ECT@ECT, Pilar Cerezo/NA/Enron@ENRON, Cherylene R Westbrook/HOU/ECT@ECT, Shirley Tijerina/Corp/Enron@ENRON, Nicki Daw/NA/Enron@Enron, Kimberly Hillis/HOU/ECT@ect Subject: ENA Management Committee This is a reminder !!!!! There will be a Friday Meeting August 18, 2000. This meeting replaces the every Friday Meeting and will be held every other Friday. Date: Friday August 18, 2000 Time: 2:30 pm - 4:30 pm Location: 30C1 Topic: ENA Management Committee If you have any questions or conflicts, please feel free to call me (3-0643) or Bev (3-7857). Thanks, Kay 3-0643"
enron_raw_0096,baseline_rules,enron,dev,missing_time,event_date,2000-08-11,2000-09-08,TRANSPORTATION MODEL,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/09/2000 02:11 PM --------------------------- Enron North America Corp. From: Colleen Sullivan 08/09/2000 10:11 AM To: Keith Holst/HOU/ECT@ect, Andrew H Lewis/HOU/ECT@ECT, Fletcher J Sturm/HOU/ECT@ECT, Larry May/Corp/Enron@Enron, Kate Fraser/HOU/ECT@ECT, Zimin Lu/HOU/ECT@ECT, Greg Couch/HOU/ECT@ECT, John Griffith/Corp/Enron@Enron, Sandra F Brawner/HOU/ECT@ECT, John J Lavorato/Corp/Enron@Enron, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, Thomas A Martin/HOU/ECT@ECT, Steve Jackson/HOU/ECT@ECT cc: Julie A Gomez/HOU/ECT@ECT, Stephanie Miller/Corp/Enron@ENRON Subject: TRANSPORTATION MODEL Please plan to attend a meeting on Friday, August 11 at 11:15 a.m. in 30C1 to discuss the transportation model. Now that we have had several traders managing transportation positions for several months, I would like to discuss any issues you have with the way the model works. I have asked Zimin Lu (Research), Mark Breese and John Griffith (Structuring) to attend so they will be available to answer any technical questions. The point of this meeting is to get all issues out in the open and make sure everyone is comfortable with using the model and position manager, and to make sure those who are managing the books believe in the model's results. Since I have heard a few concerns, I hope you will take advantage of this opportunity to discuss them. Please let me know if you are unable to attend."
enron_raw_0096,baseline_rules,enron,dev,missing_time,start_time,11:15,02:11,TRANSPORTATION MODEL,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/09/2000 02:11 PM --------------------------- Enron North America Corp. From: Colleen Sullivan 08/09/2000 10:11 AM To: Keith Holst/HOU/ECT@ect, Andrew H Lewis/HOU/ECT@ECT, Fletcher J Sturm/HOU/ECT@ECT, Larry May/Corp/Enron@Enron, Kate Fraser/HOU/ECT@ECT, Zimin Lu/HOU/ECT@ECT, Greg Couch/HOU/ECT@ECT, John Griffith/Corp/Enron@Enron, Sandra F Brawner/HOU/ECT@ECT, John J Lavorato/Corp/Enron@Enron, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, Thomas A Martin/HOU/ECT@ECT, Steve Jackson/HOU/ECT@ECT cc: Julie A Gomez/HOU/ECT@ECT, Stephanie Miller/Corp/Enron@ENRON Subject: TRANSPORTATION MODEL Please plan to attend a meeting on Friday, August 11 at 11:15 a.m. in 30C1 to discuss the transportation model. Now that we have had several traders managing transportation positions for several months, I would like to discuss any issues you have with the way the model works. I have asked Zimin Lu (Research), Mark Breese and John Griffith (Structuring) to attend so they will be available to answer any technical questions. The point of this meeting is to get all issues out in the open and make sure everyone is comfortable with using the model and position manager, and to make sure those who are managing the books believe in the model's results. Since I have heard a few concerns, I hope you will take advantage of this opportunity to discuss them. Please let me know if you are unable to attend."
enron_raw_0096,baseline_rules,enron,dev,missing_time,end_time,,10:11,TRANSPORTATION MODEL,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/09/2000 02:11 PM --------------------------- Enron North America Corp. From: Colleen Sullivan 08/09/2000 10:11 AM To: Keith Holst/HOU/ECT@ect, Andrew H Lewis/HOU/ECT@ECT, Fletcher J Sturm/HOU/ECT@ECT, Larry May/Corp/Enron@Enron, Kate Fraser/HOU/ECT@ECT, Zimin Lu/HOU/ECT@ECT, Greg Couch/HOU/ECT@ECT, John Griffith/Corp/Enron@Enron, Sandra F Brawner/HOU/ECT@ECT, John J Lavorato/Corp/Enron@Enron, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, Thomas A Martin/HOU/ECT@ECT, Steve Jackson/HOU/ECT@ECT cc: Julie A Gomez/HOU/ECT@ECT, Stephanie Miller/Corp/Enron@ENRON Subject: TRANSPORTATION MODEL Please plan to attend a meeting on Friday, August 11 at 11:15 a.m. in 30C1 to discuss the transportation model. Now that we have had several traders managing transportation positions for several months, I would like to discuss any issues you have with the way the model works. I have asked Zimin Lu (Research), Mark Breese and John Griffith (Structuring) to attend so they will be available to answer any technical questions. The point of this meeting is to get all issues out in the open and make sure everyone is comfortable with using the model and position manager, and to make sure those who are managing the books believe in the model's results. Since I have heard a few concerns, I hope you will take advantage of this opportunity to discuss them. Please let me know if you are unable to attend."
enron_raw_0096,baseline_rules,enron,dev,missing_time,action_deadline,2000-08-11,2000-08-09,TRANSPORTATION MODEL,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/09/2000 02:11 PM --------------------------- Enron North America Corp. From: Colleen Sullivan 08/09/2000 10:11 AM To: Keith Holst/HOU/ECT@ect, Andrew H Lewis/HOU/ECT@ECT, Fletcher J Sturm/HOU/ECT@ECT, Larry May/Corp/Enron@Enron, Kate Fraser/HOU/ECT@ECT, Zimin Lu/HOU/ECT@ECT, Greg Couch/HOU/ECT@ECT, John Griffith/Corp/Enron@Enron, Sandra F Brawner/HOU/ECT@ECT, John J Lavorato/Corp/Enron@Enron, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, Thomas A Martin/HOU/ECT@ECT, Steve Jackson/HOU/ECT@ECT cc: Julie A Gomez/HOU/ECT@ECT, Stephanie Miller/Corp/Enron@ENRON Subject: TRANSPORTATION MODEL Please plan to attend a meeting on Friday, August 11 at 11:15 a.m. in 30C1 to discuss the transportation model. Now that we have had several traders managing transportation positions for several months, I would like to discuss any issues you have with the way the model works. I have asked Zimin Lu (Research), Mark Breese and John Griffith (Structuring) to attend so they will be available to answer any technical questions. The point of this meeting is to get all issues out in the open and make sure everyone is comfortable with using the model and position manager, and to make sure those who are managing the books believe in the model's results. Since I have heard a few concerns, I hope you will take advantage of this opportunity to discuss them. Please let me know if you are unable to attend."
enron_raw_0013,baseline_rules,enron,test,no_event,action_required,false,true,San Juan Index,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/28/2000 01:09 PM --------------------------- From: Phillip K Allen 09/28/2000 10:56 AM Liane, As we discussed yesterday, I am concerned there may have been an attempt to manipulate the El Paso San Juan monthly index. It appears that a single buyer entered the marketplace on both September 26 and 27 and paid above market prices ($4.70-$4.80) for San Juan gas. At the time of these trades, offers for physical gas at significantly (10 to 15 cents) lower prices were bypassed in order to establish higher trades to report into the index calculation. Additionally, these trades are out of line with the associated financial swaps for San Juan. We have compiled a list of financial and physical trades executed from September 25 to September 27. These are the complete list of trades from Enron Online (EOL), Enron's direct phone conversations, and three brokerage firms (Amerex, APB, and Prebon). Please see the attached spreadsheet for a trade by trade list and a summary. We have also included a summary of gas daily prices to illustrate the value of San Juan based on several spread relationships. The two key points from this data are as follows: 1. The high physical prices on the 26th & 27th (4.75,4,80) are much greater than the high financial trades (4.6375,4.665) on those days. 2. The spread relationship between San Juan and other points (Socal & Northwest) is consistent between the end of September and October gas daily. It doesn't make sense to have monthly indices that are dramatically different. I understand you review the trades submitted for outliers. Hopefully, the trades submitted will reveal counterparty names and you will be able to determine that there was only one buyer in the 4.70's and these trades are outliers. I wanted to give you some additional points of reference to aid in establishing a reasonable index. It is Enron's belief that the trades at $4.70 and higher were above market trades that should be excluded from the calculation of index. It is our desire to have reliable and accurate indices against which to conduct our physical and financial business. Please contact me anytime I can assist you towards this goal. Sincerely, Phillip Allen"
enron_raw_0013,baseline_rules,enron,test,no_event,action_type,none,submit_form,San Juan Index,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/28/2000 01:09 PM --------------------------- From: Phillip K Allen 09/28/2000 10:56 AM Liane, As we discussed yesterday, I am concerned there may have been an attempt to manipulate the El Paso San Juan monthly index. It appears that a single buyer entered the marketplace on both September 26 and 27 and paid above market prices ($4.70-$4.80) for San Juan gas. At the time of these trades, offers for physical gas at significantly (10 to 15 cents) lower prices were bypassed in order to establish higher trades to report into the index calculation. Additionally, these trades are out of line with the associated financial swaps for San Juan. We have compiled a list of financial and physical trades executed from September 25 to September 27. These are the complete list of trades from Enron Online (EOL), Enron's direct phone conversations, and three brokerage firms (Amerex, APB, and Prebon). Please see the attached spreadsheet for a trade by trade list and a summary. We have also included a summary of gas daily prices to illustrate the value of San Juan based on several spread relationships. The two key points from this data are as follows: 1. The high physical prices on the 26th & 27th (4.75,4,80) are much greater than the high financial trades (4.6375,4.665) on those days. 2. The spread relationship between San Juan and other points (Socal & Northwest) is consistent between the end of September and October gas daily. It doesn't make sense to have monthly indices that are dramatically different. I understand you review the trades submitted for outliers. Hopefully, the trades submitted will reveal counterparty names and you will be able to determine that there was only one buyer in the 4.70's and these trades are outliers. I wanted to give you some additional points of reference to aid in establishing a reasonable index. It is Enron's belief that the trades at $4.70 and higher were above market trades that should be excluded from the calculation of index. It is our desire to have reliable and accurate indices against which to conduct our physical and financial business. Please contact me anytime I can assist you towards this goal. Sincerely, Phillip Allen"
enron_raw_0020,baseline_rules,enron,test,time_range,event_date,2000-09-28,2000-09-26,Gas Physical/Financial Position,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 12:07 PM --------------------------- From: Cindy Cicchetti 09/26/2000 09:23 AM To: Phillip K Allen/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Scott Mills/HOU/ECT@ECT, Allan Severude/HOU/ECT@ECT, Russ Severson/HOU/ECT@ECT, Fletcher J Sturm/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT cc: Subject: Gas Physical/Financial Position I have scheduled and entered on each of your calendars a meeting for the above referenced topic. It will take place on Thursday, 9/28 from 3:00 - 4:00 in Room EB2537."
enron_raw_0020,baseline_rules,enron,test,time_range,start_time,15:00,12:07,Gas Physical/Financial Position,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 12:07 PM --------------------------- From: Cindy Cicchetti 09/26/2000 09:23 AM To: Phillip K Allen/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Scott Mills/HOU/ECT@ECT, Allan Severude/HOU/ECT@ECT, Russ Severson/HOU/ECT@ECT, Fletcher J Sturm/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT cc: Subject: Gas Physical/Financial Position I have scheduled and entered on each of your calendars a meeting for the above referenced topic. It will take place on Thursday, 9/28 from 3:00 - 4:00 in Room EB2537."
enron_raw_0020,baseline_rules,enron,test,time_range,end_time,16:00,09:23,Gas Physical/Financial Position,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 12:07 PM --------------------------- From: Cindy Cicchetti 09/26/2000 09:23 AM To: Phillip K Allen/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Scott Mills/HOU/ECT@ECT, Allan Severude/HOU/ECT@ECT, Russ Severson/HOU/ECT@ECT, Fletcher J Sturm/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT cc: Subject: Gas Physical/Financial Position I have scheduled and entered on each of your calendars a meeting for the above referenced topic. It will take place on Thursday, 9/28 from 3:00 - 4:00 in Room EB2537."
enron_raw_0011,baseline_rules,enron,test,no_event,action_required,false,true,Re: Original Sept check/closing,"Brenda, Please use the second check as my October payment. I have my copy of the original deal. Do you want me to fax this to you? Phillip"
enron_raw_0011,baseline_rules,enron,test,no_event,action_type,none,pay,Re: Original Sept check/closing,"Brenda, Please use the second check as my October payment. I have my copy of the original deal. Do you want me to fax this to you? Phillip"
enron_raw_0104,baseline_rules,enron,test,no_event,action_required,true,false,Re: Report on Property,"Lucy, I didn't get a fax with the July bank statement on Friday. Can you refax it to 713 646 2391 Phillip"
enron_raw_0104,baseline_rules,enron,test,no_event,action_type,submit_form,none,Re: Report on Property,"Lucy, I didn't get a fax with the July bank statement on Friday. Can you refax it to 713 646 2391 Phillip"
enron_raw_0153,baseline_rules,enron,test,multiple_actions,action_required,true,false,Re: Wade,"Lucy, I want to speak to Wade myself. He can call me at work or home. Or if you email me his number I will call him. I would like Gary to direct Wade on renovation tasks and you can give him work orders for normal maintenance. I will call you tomorrow to discuss items from the office. Do you need Mary to come in on any more Fridays? I think I can guess your answer. I might stop by this Friday. Phillip"
enron_raw_0153,baseline_rules,enron,test,multiple_actions,action_type,reply_confirm,none,Re: Wade,"Lucy, I want to speak to Wade myself. He can call me at work or home. Or if you email me his number I will call him. I would like Gary to direct Wade on renovation tasks and you can give him work orders for normal maintenance. I will call you tomorrow to discuss items from the office. Do you need Mary to come in on any more Fridays? I think I can guess your answer. I might stop by this Friday. Phillip"
enron_raw_0192,baseline_rules,enron,test,relative_date,calendar_event_required,true,false,Re: Inspection for Mission South,"Jeff, Could we set up an inspection for this Friday at 2:00? Listing for Burnet is in the mail Phillip"
enron_raw_0192,baseline_rules,enron,test,relative_date,event_category,meeting_admin,none,Re: Inspection for Mission South,"Jeff, Could we set up an inspection for this Friday at 2:00? Listing for Burnet is in the mail Phillip"
enron_raw_0192,baseline_rules,enron,test,relative_date,event_date,2000-03-31,,Re: Inspection for Mission South,"Jeff, Could we set up an inspection for this Friday at 2:00? Listing for Burnet is in the mail Phillip"
enron_raw_0192,baseline_rules,enron,test,relative_date,start_time,14:00,,Re: Inspection for Mission South,"Jeff, Could we set up an inspection for this Friday at 2:00? Listing for Burnet is in the mail Phillip"
enron_raw_0192,baseline_rules,enron,test,relative_date,action_required,true,false,Re: Inspection for Mission South,"Jeff, Could we set up an inspection for this Friday at 2:00? Listing for Burnet is in the mail Phillip"
enron_raw_0192,baseline_rules,enron,test,relative_date,action_type,reply_confirm,none,Re: Inspection for Mission South,"Jeff, Could we set up an inspection for this Friday at 2:00? Listing for Burnet is in the mail Phillip"
